app_franchise,app_id,app_name,app_name_raw,app_type,appannie_url,device,device_supported,download_country_code,downloads,iap_enabled,month_id,price_avg,price_end,price_start,primary_category,primary_category_raw,publisher_id,publisher_name,publisher_name_raw,publisher_parent,rating_avg_all,rating_avg_cur,rating_count_all,rating_count_all_1,rating_count_all_2,rating_count_all_3,rating_count_all_4,rating_count_all_5,rating_count_cur,rating_count_cur_1,rating_count_cur_2,rating_count_cur_3,rating_count_cur_4,rating_count_cur_5,release_date_id,revenue_app,revenue_iap,store,week_id
Tinder,547702041,Tinder,Tinder,Free,http://www.appannie.com/app/ios/547702041/,iPhone,iPhone and iPod touch,US,62199,FALSE,164,0,0,0,Lifestyle,Lifestyle,424613427,Tinder,Tinder Inc.,InterActiveCorp (IAC),3.5,4,14154,2710,1066,2064,3373,4941,783,77,32,95,226,353,4598,0,0,iOS,716
Tinder,547702041,Tinder,Tinder,Free,http://www.appannie.com/app/ios/547702041/,iPhone,iPhone and iPod touch,US,57186,FALSE,164,0,0,0,Lifestyle,Lifestyle,424613427,Tinder,Tinder Inc.,InterActiveCorp (IAC),3.5,4,15132,2790,1093,2169,3659,5421,845,45,18,91,268,423,4598,0,0,iOS,717
Tinder,547702041,Tinder,Tinder,Free,http://www.appannie.com/app/ios/547702041/,iPhone,iPhone and iPod touch,US,67920,FALSE,164,0,0,0,Lifestyle,Lifestyle,424613427,Tinder,Tinder Inc.,InterActiveCorp (IAC),3.5,4.5,16726,2827,1121,2307,4190,6281,2614,84,54,253,848,1375,4598,0,0,iOS,718
Tinder,547702041,Tinder,Tinder,Free,http://www.appannie.com/app/ios/547702041/,iPhone,iPhone and iPod touch,US,86469,FALSE,165,0,0,0,Lifestyle,Lifestyle,424613427,Tinder,Tinder Inc.,InterActiveCorp (IAC),3.5,4.5,17961,2871,1152,2400,4580,6958,3958,130,90,364,1273,2101,4598,0,0,iOS,719
Tinder,547702041,Tinder,Tinder,Free,http://www.appannie.com/app/ios/547702041/,iPhone,iPhone and iPod touch,US,86157,FALSE,165,0,0,0,Lifestyle,Lifestyle,725634363,Tinder,Tinder Inc.,InterActiveCorp (IAC),3.5,4.5,18983,2901,1176,2493,4873,7540,5050,165,115,459,1593,2718,4598,0,0,iOS,720
Tinder,547702041,Tinder,Tinder,Free,http://www.appannie.com/app/ios/547702041/,iPhone,iPhone and iPod touch,US,77396,FALSE,165,0,0,0,Lifestyle,Lifestyle,725634363,Tinder,Tinder Inc.,InterActiveCorp (IAC),3.5,4.5,19860,2936,1188,2579,5124,8033,5981,202,131,549,1863,3236,4598,0,0,iOS,721
Tinder,547702041,Tinder,Tinder,Free,http://www.appannie.com/apps/ios/app/547702041/,iPhone,iPhone and iPod touch,US,73473,FALSE,165,0,0,0,Lifestyle,Lifestyle,725634363,Tinder,Tinder Inc.,InterActiveCorp (IAC),3.5,4.5,20631,2962,1206,2644,5337,8482,6796,230,149,619,2087,3711,4598,0,0,iOS,722
Tinder,547702041,Tinder,Tinder,Free,http://www.appannie.com/apps/ios/app/547702041/,iPhone,iPhone and iPod touch,US,76343,FALSE,166,0,0,0,Lifestyle,Lifestyle,725634363,Tinder,Tinder Inc.,InterActiveCorp (IAC),3.5,4.5,21419,3016,1247,2746,5539,8871,7622,289,192,725,2300,4116,4598,0,0,iOS,723
Tinder,547702041,Tinder,Tinder,Free,http://www.appannie.com/apps/ios/app/547702041/,iPhone,iPhone and iPod touch,US,79906,FALSE,166,0,0,0,Lifestyle,Lifestyle,725634363,Tinder,Tinder Inc.,InterActiveCorp (IAC),4,4.5,22145,3054,1271,2827,5729,9264,8394,333,215,809,2506,4531,4598,0,0,iOS,724
Tinder,547702041,Tinder,Tinder,Free,http://www.appannie.com/apps/ios/app/547702041/,iPhone,iPhone and iPod touch,US,76933,FALSE,166,0,0,0,Lifestyle,Lifestyle,725634363,Tinder,Tinder Inc.,InterActiveCorp (IAC),4,3.5,23035,3115,1301,2921,5988,9710,169,31,10,22,47,59,4598,0,0,iOS,725
